0, 0, FF7F3FFF, FFFFFFFF
4, 239, C000, 0
4, 240, FFFF3FFF, FFFFFFFF
4, 241, C000, 0
4, 242, FFBF3FFF, FFFFFFFF
4, 243, C000, 0
4, 244, FFFF3FFF, FFFFFFFF
4, 245, C000, 0
4, 246, FFFF3FFF, FFFFFFFF
4, 247, 8000C000, 0
4, 248, FFFF3FFF, FFFFFFFF
4, 249, C000, 0
4, 250, FFFF3FFF, FFFFFFFF
4, 251, 80C000, 0
4, 252, FFBF3FFF, FFFFFFFF
4, 253, 8000C000, 0
4, 254, FFFF3FFF, FFFFFFFF
4, 255, 8000C000, 0
4, 256, FFFF3FFF, FFFFFFFF
4, 257, C000, 0
4, 258, FFFF3FFF, FFFFFFFF
4, 259, C000, 0
4, 260, FF7F3FFF, FFFFFFFF
4, 261, 8000C000, 0
4, 262, FFFF3FFF, FFFFFFFF
4, 263, C000, 0
4, 264, FFFF3FFF, FFFFFFFF
4, 265, 80C000, 0
4, 266, FFFF3FFF, FFFFFFFF
4, 267, C000, 0
4, 268, FFFF3FFF, FFFFFFFF
4, 269, 40C000, 0
4, 270, FFFF3FFF, FFFFFFFF
4, 271, 80C000, 0
4, 272, FFFF3FFF, FFFFFFFF
4, 273, C000, 0
4, 274, FFFF3FFF, FFFFFFFF
4, 275, C000, 0
4, 276, FFFF3FFF, FFFFFFFF
4, 277, 8000C000, 0
4, 278, FFFF3FFF, FFFFFFFF
4, 279, C0C000, 0
4, 280, FFFF3FFF, FFFFFFFF
4, 281, C000, 0
4, 282, FFFF3FFF, FFFFFFFF
4, 283, C000, 0
4, 284, FFBF3FFF, FFFFFFFF
4, 285, C000, 0
4, 286, FFFF3FFF, FFFFFFFF
4, 287, C000, 0
4, 288, FFFF3FFF, FFFFFFFF
4, 289, C000, 0
4, 290, FFFF3FFF, FFFFFFFF
4, 291, 80C000, 0
4, 292, FFBF3FFF, FFFFFFFF
4, 293, 80C000, 0
4, 294, FFFF3FFF, FFFFFFFF
4, 295, C000, 0
4, 296, FFFF3FFF, FFFFFFFF
4, 297, C000, 0
4, 298, FFFF3FFF, FFFFFFFF
4, 299, 80C000, 0
4, 300, FFFF3FFF, FFFFFFFF
4, 301, C000, 0
4, 302, FFFF3FFF, FFFFFFFF
4, 303, C000, 0
4, 304, FF3F3FFF, FFFFFFFF
4, 305, C000, 0
4, 306, FF3F3FFF, FFFFFFFF
4, 307, C000, 0
4, 308, FFFF3FFF, FFFFFFFF
4, 309, 8000C000, 0
4, 310, FFFF3FFF, FFFFFFFF
4, 311, C000, 0
4, 312, FFFF3FFF, FFFFFFFF
4, 313, C000, 0
4, 314, FFBF3FFF, FFFFFFFF
4, 315, C000, 0
4, 316, FFFF3FFF, FFFFFFFF
4, 317, 8000C000, 0
4, 318, FFFF3FFF, FFFFFFFF
4, 319, C0C000, 0
4, 320, FFFF3FFF, FFFFFFFF
4, 321, C000, 0
4, 322, FFFF3FFF, FFFFFFFF
4, 323, 80C000, 0
4, 324, FFFF3FFF, FFFFFFFF
4, 325, 8000C000, 0
4, 326, FFFF3FFF, FFFFFFFF
4, 327, C000, 0
4, 328, FFFF3FFF, FFFFFFFF
4, 329, C000, 0
4, 330, FF7F3FFF, FFFFFFFF
4, 331, 40C000, 0
4, 332, FFFF3FFF, FFFFFFFF
4, 333, C000, 0
4, 334, FFFF3FFF, FFFFFFFF
4, 335, 8000C000, 0
4, 336, FFBF3FFF, FFFFFFFF
4, 337, C000, 0
4, 338, FFBF3FFF, FFFFFFFF
4, 339, C000, 0
4, 340, FFFF3FFF, FFFFFFFF
4, 341, C000, 0
4, 342, FFFF3FFF, FFFFFFFF
4, 343, 80C000, 0
4, 344, FFFF3FFF, FFFFFFFF
4, 345, C000, 0
4, 346, FF3F3FFF, FFFFFFFF
4, 347, C000, 0
4, 348, FFFF3FFF, FFFFFFFF
4, 349, 8000C000, 0
4, 350, FFFF3FFF, FFFFFFFF
4, 351, C000, 0
4, 352, FFFF3FFF, FFFFFFFF
4, 353, C000, 0
4, 354, FFFF3FFF, FFFFFFFF
4, 355, C000, 0
4, 356, FFFF3FFF, FFFFFFFF
4, 357, C000, 0
4, 358, FFFF3FFF, FFFFFFFF
4, 359, 8000C000, 0
4, 360, FF7F3FFF, FFFFFFFF
4, 361, C000, 0
4, 362, FFFF3FFF, FFFFFFFF
4, 363, C000, 0
4, 364, FF7F3FFF, FFFFFFFF
4, 365, 8040C000, 0
4, 366, FFFF3FFF, FFFFFFFF
4, 367, C000, 0
4, 368, FFBF3FFF, FFFFFFFF
4, 369, C000, 0
4, 370, FF7F3FFF, FFFFFFFF
4, 371, C000, 0
4, 372, FFFF3FFF, FFFFFFFF
4, 373, C000, 0
4, 374, FFFF3FFF, FFFFFFFF
4, 375, C000, 0
4, 376, FF7F3FFF, FFFFFFFF
4, 377, C000, 0
4, 378, FF7F3FFF, FFFFFFFF
4, 379, C000, 0
4, 380, FFBF3FFF, FFFFFFFF
4, 381, 80C000, 0
4, 382, FFFF3FFF, FFFFFFFF
4, 383, 80C000, 0
4, 384, FFFF3FFF, FFFFFFFF
4, 385, C000, 0
4, 386, FFFF3FFF, FFFFFFFF
4, 387, C000, 0
4, 388, FFBF3FFF, FFFFFFFF
4, 389, C000, 0
4, 390, FFFF3FFF, FFFFFFFF
4, 391, C000, 0
4, 392, FFFF3FFF, FFFFFFFF
4, 393, C000, 0
4, 394, FFFF3FFF, FFFFFFFF
4, 395, C000, 0
4, 396, FFFF3FFF, FFFFFFFF
4, 397, C000, 0
4, 398, FFFF3FFF, FFFFFFFF
4, 399, 8000C000, 0
4, 400, FFFF3FFF, FFFFFFFF
4, 401, C000, 0
4, 402, FFBF3FFF, FFFFFFFF
4, 403, C000, 0
4, 404, FFBF3FFF, FFFFFFFF
4, 405, C000, 0
4, 406, FFFF3FFF, FFFFFFFF
4, 407, 8000C000, 0
4, 408, FFFF3FFF, FFFFFFFF
4, 409, C000, 0
4, 410, FFBF3FFF, FFFFFFFF
4, 411, 80C000, 0
4, 412, FFBF3FFF, FFFFFFFF
4, 413, C000, 0
4, 414, FFFF3FFF, FFFFFFFF
4, 415, C000, 0
4, 416, FFFF3FFF, FFFFFFFF
4, 417, C000, 0
4, 418, FFFF3FFF, FFFFFFFF
4, 419, 8000C000, 0
4, 420, FFFF3FFF, FFFFFFFF
4, 421, C000, 0
4, 422, FFFF3FFF, FFFFFFFF
4, 423, 40C000, 0
4, 424, FFFF3FFF, FFFFFFFF
4, 425, C000, 0
4, 426, FFFF3FFF, FFFFFFFF
4, 427, 40C000, 0
4, 428, FFFF3FFF, FFFFFFFF
4, 429, 8040C000, 0
4, 430, FFFF3FFF, FFFFFFFF
4, 431, C000, 0
4, 432, FFBF3FFF, FFFFFFFF
4, 433, C000, 0
4, 434, FFBF3FFF, FFFFFFFF
4, 435, C000, 0
4, 436, FFBF3FFF, FFFFFFFF
4, 437, C000, 0
4, 438, FF7F3FFF, FFFFFFFF
4, 439, 40C000, 0
4, 440, FFFF3FFF, FFFFFFFF
4, 441, C000, 0
4, 442, FF7F3FFF, FFFFFFFF
4, 443, C000, 0
4, 444, FFFF3FFF, FFFFFFFF
4, 445, 40C000, 0
4, 446, FF7F3FFF, FFFFFFFF
4, 447, 40C000, 0
4, 448, FFFF3FFF, FFFFFFFF
4, 449, C000, 0
4, 450, FFFF3FFF, FFFFFFFF
4, 451, C000, 0
4, 452, FFFF3FFF, FFFFFFFF
4, 453, 80C000, 0
4, 454, FFFF3FFF, FFFFFFFF
4, 455, 40C000, 0
4, 456, FFFF3FFF, FFFFFFFF
4, 457, 80C000, 0
4, 458, FFFF3FFF, FFFFFFFF
4, 459, 80C000, 0
4, 460, FFFF3FFF, FFFFFFFF
4, 461, 80C000, 0
4, 462, FFBF3FFF, FFFFFFFF
4, 463, C000, 0
4, 464, FFBF3FFF, FFFFFFFF
4, 465, C000, 0
4, 466, FFBF3FFF, FFFFFFFF
4, 467, C000, 0
4, 468, FFFF3FFF, FFFFFFFF
4, 469, 8000C000, 0
4, 470, FFFF3FFF, FFFFFFFF
4, 471, C0C000, 0
4, 472, FFFF3FFF, FFFFFFFF
4, 473, C000, 0
4, 474, FFBF3FFF, FFFFFFFF
4, 475, C000, 0
4, 476, FFFF3FFF, FFFFFFFF
4, 477, 40C000, 0
4, 478, FFFF3FFF, FFFFFFFF
4, 479, C000, 0
4, 480, FFFF3FFF, FFFFFFFF
4, 481, C000, 0
4, 482, FFBF3FFF, FFFFFFFF
4, 483, C000, 0
4, 484, FF7F3FFF, FFFFFFFF
4, 485, C000, 0
4, 486, FFBF3FFF, FFFFFFFF
4, 487, C000, 0
4, 488, FFFF3FFF, FFFFFFFF
4, 489, 40C000, 0
4, 490, FFFF3FFF, FFFFFFFF
4, 491, 80C000, 0
4, 492, FF7F3FFF, FFFFFFFF
4, 493, 40C000, 0
4, 494, FFFF3FFF, FFFFFFFF
4, 495, C000, 0
4, 496, FFBF3FFF, FFFFFFFF
4, 497, C000, 0
4, 498, FFBF3FFF, FFFFFFFF
4, 499, C000, 0
4, 500, FFFF3FFF, FFFFFFFF
4, 501, C000, 0
4, 502, FF7F3FFF, FFFFFFFF
4, 503, 40C000, 0
4, 504, FFFF3FFF, FFFFFFFF
4, 505, C000, 0
4, 506, FF3F3FFF, FFFFFFFF
4, 507, C000, 0
4, 508, FF3F3FFF, FFFFFFFF
4, 509, 40C000, 0
4, 510, FFFF3FFF, FFFFFFFF
4, 511, 80C000, 0
4, 512, FF7F3FFF, FFFFFFFF
4, 513, C000, 0
4, 514, FF7F3FFF, FFFFFFFF
4, 515, C000, 0
4, 516, FFFF3FFF, FFFFFFFF
4, 517, C000, 0
4, 518, FFFF3FFF, FFFFFFFF
4, 519, 8000C000, 0
4, 520, FFFF3FFF, FFFFFFFF
4, 521, C000, 0
4, 522, FFFF3FFF, FFFFFFFF
4, 523, C000, 0
4, 524, FFFF3FFF, FFFFFFFF
4, 525, C000, 0
4, 526, FF7F3FFF, FFFFFFFF
4, 527, 40C000, 0
4, 528, FFFF3FFF, FFFFFFFF
4, 529, C000, 0
4, 530, FFBF3FFF, FFFFFFFF
4, 531, 8000C000, 0
4, 532, FFFF3FFF, FFFFFFFF
4, 533, 80C000, 0
4, 534, FFFF3FFF, FFFFFFFF
4, 535, 40C000, 0
4, 536, FFFF3FFF, FFFFFFFF
4, 537, C000, 0
4, 538, FFFF3FFF, FFFFFFFF
4, 539, C000, 0
4, 540, FFFF3FFF, FFFFFFFF
4, 541, 8040C000, 0
4, 542, FFFF3FFF, FFFFFFFF
4, 543, C000, 0
4, 544, FFFF3FFF, FFFFFFFF
4, 545, C000, 0
4, 546, FFFF3FFF, FFFFFFFF
4, 547, C000, 0
4, 548, FFBF3FFF, FFFFFFFF
4, 549, 80C000, 0
4, 550, FFBF3FFF, FFFFFFFF
4, 551, 40C000, 0
4, 552, FFFF3FFF, FFFFFFFF
4, 553, C000, 0
4, 554, FFFF3FFF, FFFFFFFF
4, 555, C000, 0
4, 556, FFFF3FFF, FFFFFFFF
4, 557, 40C000, 0
4, 558, FF3F3FFF, FFFFFFFF
4, 559, 40C000, 0
4, 560, FFBF3FFF, FFFFFFFF
4, 561, C000, 0
4, 562, FFBF3FFF, FFFFFFFF
4, 563, 8000C000, 0
4, 564, FFFF3FFF, FFFFFFFF
4, 565, C000, 0
4, 566, FFFF3FFF, FFFFFFFF
4, 567, 80C000, 0
4, 568, FFFF3FFF, FFFFFFFF
4, 569, C000, 0
4, 570, FFFF3FFF, FFFFFFFF
4, 571, C000, 0
4, 572, FFBF3FFF, FFFFFFFF
4, 573, 40C000, 0
4, 574, FFFF3FFF, FFFFFFFF
4, 575, 80C000, 0
4, 576, FFFF3FFF, FFFFFFFF
4, 577, C000, 0
4, 578, FFFF3FFF, FFFFFFFF
4, 579, C000, 0
4, 580, FFFF3FFF, FFFFFFFF
4, 581, C000, 0
4, 582, FFFF3FFF, FFFFFFFF
4, 583, 80C000, 0
4, 584, FFFF3FFF, FFFFFFFF
4, 585, C000, 0
4, 586, FF7F3FFF, FFFFFFFF
4, 587, C000, 0
4, 588, FFFF3FFF, FFFFFFFF
4, 589, C000, 0
4, 590, FFBF3FFF, FFFFFFFF
4, 591, 80C000, 0
4, 592, FF3F3FFF, FFFFFFFF
4, 593, C000, 0
4, 594, FFBF3FFF, FFFFFFFF
4, 595, 80C000, 0
4, 596, FFFF3FFF, FFFFFFFF
4, 597, C000, 0
4, 598, FFFF3FFF, FFFFFFFF
4, 599, C000, 0
4, 600, FFFF3FFF, FFFFFFFF
4, 601, C000, 0
4, 602, FFFF3FFF, FFFFFFFF
4, 603, C000, 0
4, 604, FFFF3FFF, FFFFFFFF
4, 605, 8040C000, 0
4, 606, FFFF3FFF, FFFFFFFF
4, 607, C000, 0
4, 608, FFFF3FFF, FFFFFFFF
4, 609, C000, 0
4, 610, FFFF3FFF, FFFFFFFF
4, 611, C000, 0
4, 612, FFFF3FFF, FFFFFFFF
4, 613, C000, 0
4, 614, FFBF3FFF, FFFFFFFF
4, 615, 40C000, 0
4, 616, FFFF3FFF, FFFFFFFF
4, 617, C000, 0
4, 618, FFFF3FFF, FFFFFFFF
4, 619, C000, 0
4, 620, FF7F3FFF, FFFFFFFF
4, 621, C000, 0
4, 622, FFFF3FFF, FFFFFFFF
4, 623, C000, 0
4, 624, FFBF3FFF, FFFFFFFF
4, 625, C000, 0
4, 626, FFBF3FFF, FFFFFFFF
4, 627, C000, 0
4, 628, FFFF3FFF, FFFFFFFF
4, 629, C000, 0
4, 630, FF7F3FFF, FFFFFFFF
4, 631, 8040C000, 0
4, 632, FFFF3FFF, FFFFFFFF
4, 633, 80C000, 0
4, 634, FFBF3FFF, FFFFFFFF
4, 635, 80C000, 0
4, 636, FFBF3FFF, FFFFFFFF
4, 637, 8040C000, 0
4, 638, FFFF3FFF, FFFFFFFF
4, 639, C000, 0
4, 640, FFFF3FFF, FFFFFFFF
4, 641, 80C000, 0
4, 642, FFFF3FFF, FFFFFFFF
4, 643, C000, 0
4, 644, FF7F3FFF, FFFFFFFF
4, 645, C000, 0
4, 646, FF7F3FFF, FFFFFFFF
4, 647, 40C000, 0
4, 648, FFFF3FFF, FFFFFFFF
4, 649, 40C000, 0
4, 650, FFFF3FFF, FFFFFFFF
4, 651, 80C000, 0
4, 652, FFFF3FFF, FFFFFFFF
4, 653, 40C000, 0
4, 654, FFFF3FFF, FFFFFFFF
4, 655, C000, 0
4, 656, FFFF3FFF, FFFFFFFF
4, 657, C000, 0
4, 658, FFFF3FFF, FFFFFFFF
4, 659, C000, 0
4, 660, FFBF3FFF, FFFFFFFF
4, 661, C000, 0
4, 662, FF7F3FFF, FFFFFFFF
4, 663, 8040C000, 0
4, 664, FFFF3FFF, FFFFFFFF
4, 665, C000, 0
4, 666, FFBF3FFF, FFFFFFFF
4, 667, C000, 0
4, 668, FFFF3FFF, FFFFFFFF
4, 669, C000, 0
4, 670, FFFF3FFF, FFFFFFFF
4, 671, C000, 0
4, 672, FFFF3FFF, FFFFFFFF
4, 673, C000, 0
4, 674, FFFF3FFF, FFFFFFFF
4, 675, C000, 0
4, 676, FFBF3FFF, FFFFFFFF
4, 677, C000, 0
4, 678, FFFF3FFF, FFFFFFFF
4, 679, C000, 0
4, 680, FFFF3FFF, FFFFFFFF
4, 681, 40C000, 0
4, 682, FF7F3FFF, FFFFFFFF
4, 683, C000, 0
4, 684, FFFF3FFF, FFFFFFFF
4, 685, 80C000, 0
4, 686, FFBF3FFF, FFFFFFFF
4, 687, 8040C000, 0
4, 688, FF3F3FFF, FFFFFFFF
4, 689, C000, 0
4, 690, FFFF3FFF, FFFFFFFF
4, 691, C000, 0
4, 692, FFBF3FFF, FFFFFFFF
4, 693, 8000C000, 0
4, 694, FF7F3FFF, FFFFFFFF
4, 695, C000, 0
4, 696, FFFF3FFF, FFFFFFFF
4, 697, C000, 0
4, 698, FFBF3FFF, FFFFFFFF
4, 699, C000, 0
4, 700, FFBF3FFF, FFFFFFFF
4, 701, 40C000, 0
4, 702, FF7F3FFF, FFFFFFFF
4, 703, 8040C000, 0
4, 704, FFFF3FFF, FFFFFFFF
4, 705, C000, 0
4, 706, FFFF3FFF, FFFFFFFF
4, 707, 80C000, 0
4, 708, FFBF3FFF, FFFFFFFF
4, 709, C000, 0
4, 710, FFFF3FFF, FFFFFFFF
4, 711, C000, 0
4, 712, FFFF3FFF, FFFFFFFF
4, 713, C000, 0
4, 714, FFFF3FFF, FFFFFFFF
4, 715, C000, 0
4, 716, FFFF3FFF, FFFFFFFF
4, 717, 8000C000, 0
4, 718, FFFF3FFF, FFFFFFFF
4, 719, 40C000, 0
4, 720, FFFF3FFF, FFFFFFFF
4, 721, C000, 0
4, 722, FFBF3FFF, FFFFFFFF
4, 723, C000, 0
4, 724, FFFF3FFF, FFFFFFFF
4, 725, 80C000, 0
4, 726, FFFF3FFF, FFFFFFFF
4, 727, 40C000, 0
4, 728, FFFF3FFF, FFFFFFFF
4, 729, C000, 0
4, 730, FF7F3FFF, FFFFFFFF
4, 731, 80C000, 0
4, 732, FFFF3FFF, FFFFFFFF
4, 733, C0C000, 0
4, 734, FFFF3FFF, FFFFFFFF
4, 735, C000, 0
4, 736, FFFF3FFF, FFFFFFFF
4, 737, C000, 0
4, 738, FFFF3FFF, FFFFFFFF
4, 739, C000, 0
4, 740, FFFF3FFF, FFFFFFFF
4, 741, 80C000, 0
4, 742, FFFF3FFF, FFFFFFFF
4, 743, 80C000, 0
4, 744, FFFF3FFF, FFFFFFFF
4, 745, 40C000, 0
4, 746, FFFF3FFF, FFFFFFFF
4, 747, C000, 0
4, 748, FFFF3FFF, FFFFFFFF
4, 749, C000, 0
4, 750, FF7F3FFF, FFFFFFFF
4, 751, C000, 0
4, 752, FFBF3FFF, FFFFFFFF
4, 753, C000, 0
4, 754, FFBF3FFF, FFFFFFFF
4, 755, C000, 0
4, 756, FFFF3FFF, FFFFFFFF
4, 757, 8000C000, 0
4, 758, FFFF3FFF, FFFFFFFF
4, 759, 40C000, 0
4, 760, FFFF3FFF, FFFFFFFF
4, 761, C000, 0
4, 762, FFBF3FFF, FFFFFFFF
4, 763, 80C000, 0
4, 764, FFBF3FFF, FFFFFFFF
4, 765, C0C000, 0
4, 766, FF7F3FFF, FFFFFFFF
4, 767, 80C000, 0
4, 768, FFFF3FFF, FFFFFFFF
4, 769, C000, 0
4, 770, FFFF3FFF, FFFFFFFF
4, 771, C000, 0
4, 772, FFFF3FFF, FFFFFFFF
4, 773, C000, 0
4, 774, FFFF3FFF, FFFFFFFF
4, 775, C000, 0
4, 776, FFFF3FFF, FFFFFFFF
4, 777, 40C000, 0
4, 778, FFFF3FFF, FFFFFFFF
4, 779, C000, 0
4, 780, FFFF3FFF, FFFFFFFF
4, 781, 80C000, 0
4, 782, FFFF3FFF, FFFFFFFF
4, 783, 8000C000, 0
4, 784, FF7F3FFF, FFFFFFFF
4, 785, C000, 0
4, 786, FFBF3FFF, FFFFFFFF
4, 787, C000, 0
4, 788, FFFF3FFF, FFFFFFFF
4, 789, C000, 0
4, 790, FFFF3FFF, FFFFFFFF
4, 791, 40C000, 0
4, 792, FFFF3FFF, FFFFFFFF
4, 793, 80C000, 0
4, 794, FFBF3FFF, FFFFFFFF
4, 795, 80C000, 0
4, 796, FFFF3FFF, FFFFFFFF
4, 797, C0C000, 0
4, 798, FFFF3FFF, FFFFFFFF
4, 799, C000, 0
4, 800, FFFF3FFF, FFFFFFFF
4, 801, C000, 0
4, 802, FFFF3FFF, FFFFFFFF
4, 803, C000, 0
4, 804, FFBF3FFF, FFFFFFFF
4, 805, C000, 0
4, 806, FF7F3FFF, FFFFFFFF
4, 807, C000, 0
4, 808, FFFF3FFF, FFFFFFFF
4, 809, 40C000, 0
4, 810, FFFF3FFF, FFFFFFFF
4, 811, C000, 0
4, 812, FFFF3FFF, FFFFFFFF
4, 813, 8000C000, 0
4, 814, FFFF3FFF, FFFFFFFF
4, 815, C000, 0
4, 816, FFFF3FFF, FFFFFFFF
4, 817, C000, 0
4, 818, FFFF3FFF, FFFFFFFF
4, 819, C000, 0
4, 820, FFFF3FFF, FFFFFFFF
4, 821, C000, 0
4, 822, FFFF3FFF, FFFFFFFF
4, 823, C000, 0
4, 824, FFFF3FFF, FFFFFFFF
4, 825, C000, 0
4, 826, FFBF3FFF, FFFFFFFF
4, 827, C000, 0
4, 828, FFBF3FFF, FFFFFFFF
4, 829, C000, 0
4, 830, FFFF3FFF, FFFFFFFF
4, 831, 40C000, 0
4, 832, FF7F3FFF, FFFFFFFF
4, 833, C000, 0
4, 834, FFFF3FFF, FFFFFFFF
4, 835, C000, 0
4, 836, FFBF3FFF, FFFFFFFF
4, 837, C000, 0
4, 838, FFFF3FFF, FFFFFFFF
4, 839, 40C000, 0
4, 840, FFFF3FFF, FFFFFFFF
4, 841, C000, 0
4, 842, FFFF3FFF, FFFFFFFF
4, 843, C000, 0
4, 844, FFFF3FFF, FFFFFFFF
4, 845, C000, 0
4, 846, FF7F3FFF, FFFFFFFF
4, 847, 40C000, 0
4, 848, FFBF3FFF, FFFFFFFF
4, 849, C000, 0
4, 850, FFFF3FFF, FFFFFFFF
4, 851, C000, 0
4, 852, FFFF3FFF, FFFFFFFF
4, 853, C000, 0
4, 854, FFFF3FFF, FFFFFFFF
4, 855, C0C000, 0
4, 856, FFFF3FFF, FFFFFFFF
4, 857, C000, 0
4, 858, FFBF3FFF, FFFFFFFF
4, 859, 80C000, 0
4, 860, FFFF3FFF, FFFFFFFF
4, 861, C0C000, 0
4, 862, FFFF3FFF, FFFFFFFF
4, 863, C000, 0
4, 864, FFFF3FFF, FFFFFFFF
4, 865, C000, 0
4, 866, FF7F3FFF, FFFFFFFF
4, 867, C000, 0
4, 868, FFFF3FFF, FFFFFFFF
4, 869, 8000C000, 0
4, 870, FFFF3FFF, FFFFFFFF
4, 871, C000, 0
4, 872, FFFF3FFF, FFFFFFFF
4, 873, 80C000, 0
4, 874, FFFF3FFF, FFFFFFFF
4, 875, 80C000, 0
4, 876, FFFF3FFF, FFFFFFFF
4, 877, C000, 0
4, 878, FFFF3FFF, FFFFFFFF
4, 879, 80C000, 0
4, 880, FFBF3FFF, FFFFFFFF
4, 881, C000, 0
4, 882, FFBF3FFF, FFFFFFFF
4, 883, 8000C000, 0
4, 884, FFFF3FFF, FFFFFFFF
4, 885, C000, 0
4, 886, FFFF3FFF, FFFFFFFF
4, 887, 40C000, 0
4, 888, FFFF3FFF, FFFFFFFF
4, 889, 80C000, 0
4, 890, FFBF3FFF, FFFFFFFF
4, 891, C000, 0
4, 892, FF3F3FFF, FFFFFFFF
4, 893, 40C000, 0
4, 894, FF7F3FFF, FFFFFFFF
4, 895, C000, 0
4, 896, FF7F3FFF, FFFFFFFF
4, 897, C000, 0
4, 898, FF7F3FFF, FFFFFFFF
4, 899, C000, 0
4, 900, FF3F3FFF, FFFFFFFF
4, 901, C000, 0
4, 902, FFFF3FFF, FFFFFFFF
4, 903, 8000C000, 0
4, 904, FFFF3FFF, FFFFFFFF
4, 905, C000, 0
4, 906, FFFF3FFF, FFFFFFFF
4, 907, 40C000, 0
4, 908, FFFF3FFF, FFFFFFFF
4, 909, C000, 0
4, 910, FFFF3FFF, FFFFFFFF
4, 911, C000, 0
4, 912, FFFF3FFF, FFFFFFFF
4, 913, C000, 0
4, 914, FFFF3FFF, FFFFFFFF
4, 915, C000, 0
4, 916, FFFF3FFF, FFFFFFFF
4, 917, 8000C000, 0
4, 918, FFFF3FFF, FFFFFFFF
4, 919, C000, 0
4, 920, FFFF3FFF, FFFFFFFF
4, 921, C000, 0
4, 922, FFBF3FFF, FFFFFFFF
4, 923, C000, 0
4, 924, FFBF3FFF, FFFFFFFF
4, 925, 80C000, 0
4, 926, FFFF3FFF, FFFFFFFF
4, 927, 80C000, 0
4, 928, FFFF3FFF, FFFFFFFF
4, 929, C000, 0
4, 930, FFBF3FFF, FFFFFFFF
4, 931, C000, 0
4, 932, FFFF3FFF, FFFFFFFF
4, 933, C000, 0
4, 934, FFBF3FFF, FFFFFFFF
4, 935, C000, 0
4, 936, FFFF3FFF, FFFFFFFF
4, 937, C000, 0
4, 938, FFFF3FFF, FFFFFFFF
4, 939, 80C000, 0
4, 940, FFFF3FFF, FFFFFFFF
4, 941, 80C000, 0
4, 942, FFFF3FFF, FFFFFFFF
4, 943, C000, 0
4, 944, FFBF3FFF, FFFFFFFF
4, 945, C000, 0
4, 946, FFBF3FFF, FFFFFFFF
4, 947, C000, 0
4, 948, FFFF3FFF, FFFFFFFF
4, 949, C000, 0
4, 950, FF7F3FFF, FFFFFFFF
4, 951, 40C000, 0
4, 952, FFFF3FFF, FFFFFFFF
4, 953, C000, 0
4, 954, FFBF3FFF, FFFFFFFF
4, 955, C000, 0
4, 956, FFBF3FFF, FFFFFFFF
4, 957, 8000C000, 0
4, 958, FFFF3FFF, FFFFFFFF
4, 959, 40C000, 0
4, 960, FF7F3FFF, FFFFFFFF
4, 961, C000, 0
4, 962, FFFF3FFF, FFFFFFFF
4, 963, 80C000, 0
4, 964, FFFF3FFF, FFFFFFFF
4, 965, 80C000, 0
4, 966, FFFF3FFF, FFFFFFFF
4, 967, 8000C000, 0
4, 968, FFFF3FFF, FFFFFFFF
4, 969, 80C000, 0
4, 970, FFFF3FFF, FFFFFFFF
4, 971, 40C000, 0
4, 972, FFFF3FFF, FFFFFFFF
4, 973, 8000C000, 0
4, 974, FF7F3FFF, FFFFFFFF
4, 975, 8000C000, 0
4, 976, FFBF3FFF, FFFFFFFF
4, 977, C000, 0
4, 978, FFFF3FFF, FFFFFFFF
4, 979, C000, 0
4, 980, FFFF3FFF, FFFFFFFF
4, 981, C000, 0
4, 982, FFFF3FFF, FFFFFFFF
4, 983, 40C000, 0
4, 984, FFFF3FFF, FFFFFFFF
4, 985, C000, 0
4, 986, FFFF3FFF, FFFFFFFF
4, 987, C000, 0
4, 988, FFFF3FFF, FFFFFFFF
4, 989, 40C000, 0
4, 990, FFFF3FFF, FFFFFFFF
4, 991, C000, 0
4, 992, FF7F3FFF, FFFFFFFF
4, 993, C000, 0
4, 994, FF7F3FFF, FFFFFFFF
4, 995, C000, 0
4, 996, FFFF3FFF, FFFFFFFF
4, 997, 8000C000, 0
4, 998, FFFF3FFF, FFFFFFFF
4, 999, C000, 0
4, 1000, FFFF3FFF, FFFFFFFF
4, 1001, 80C000, 0
4, 1002, FFFF3FFF, FFFFFFFF
4, 1003, C000, 0
4, 1004, FFFF3FFF, FFFFFFFF
4, 1005, 40C000, 0
4, 1006, FFFF3FFF, FFFFFFFF
4, 1007, C000, 0
4, 1008, FFBF3FFF, FFFFFFFF
4, 1009, 80C000, 0
4, 1010, FF3F3FFF, FFFFFFFF
4, 1011, C000, 0
4, 1012, FFFF3FFF, FFFFFFFF
4, 1013, C000, 0
4, 1014, FFFF3FFF, FFFFFFFF
4, 1015, C000, 0
4, 1016, FFFF3FFF, FFFFFFFF
4, 1017, C000, 0
4, 1018, FFFF3FFF, FFFFFFFF
4, 1019, C000, 0
4, 1020, FF3F3FFF, FFFFFFFF
4, 1021, 8040C000, 0
4, 1022, FFFF3FFF, FFFFFFFF
4, 1023, C000, 0
5, 0, FFFF3FFF, FFFFFFFF
5, 1, C000, 0
5, 2, FFFF3FFF, FFFFFFFF
5, 3, 40C000, 0
5, 4, FFFF3FFF, FFFFFFFF
5, 5, 40C000, 0
5, 6, FFFF3FFF, FFFFFFFF
5, 7, 8040C000, 0
5, 8, FFFF3FFF, FFFFFFFF
5, 9, C000, 0
5, 10, FFFF3FFF, FFFFFFFF
5, 11, C000, 0
5, 12, FFFF3FFF, FFFFFFFF
5, 13, 40C000, 0
5, 14, FFFF3FFF, FFFFFFFF
